SO Name,Wiley Online Library Full Collection 2012_2014 NESLI2,,,,,,,,,,,,,,,,,,,
SO Identifier,wiley_Full Collection_2012_2014_Nesli2,,,,,,,,,,,,,,,,,,,
Provider,Wiley,,,,,,,,,,,,,,,,,,,
Package Identifier,Full Collection,,,,,,,,,,,,,,,,,,,
Package Name,Full Collection,,,,,,,,,,,,,,,,,,,
Agreement Term Start Year,2012,,,,,,,,,,,,,,,,,,,
Agreement Term End Year,2014,,,,,,,,,,,,,,,,,,,
Consortium,NESLI2,,,,,,,,,,,,,,,,,,,
Number of Proprietary_ID columns,0,,,,,,,,,,,,,,,,,,,
Number of Platforms listed,2,,,,,,,,,,,,,,,,,,,
publication_title,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,DOI,platform_name,platform_role,platform_title_url,platform_name,platform_role,platform_title_url
GENESIS: THE JOURNAL OF GENETICS AND DEVELOPMENT,1526-954X,1526-968X,1997,,,,,,,,,,,10.1002/(ISSN)1526-968X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1526-968X,Wiley Online Library,administrative,
GENETIC EPIDEMIOLOGY,0741-0395,1098-2272,1997,,,,,,,,,,,10.1002/(ISSN)1098-2272,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-2272,Wiley Online Library,administrative,
GEOARCHAEOLOGY: AN INTERNATIONAL JOURNAL,0883-6353,1520-6548,1997,,,,,,,,,,,10.1002/(ISSN)1520-6548,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6548,Wiley Online Library,administrative,
GEOBIOLOGY (ELECTRONIC),1472-4677,1472-4669,2003,1,,,,,,,,,,10.1111/(ISSN)1472-4669,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1472-4669,Wiley Online Library,administrative,
GEOFLUIDS (ELECTRONIC),1468-8115,1468-8123,2001,1,,,,,,,,,,10.1111/(ISSN)1468-8123,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-8123,Wiley Online Library,administrative,
GEOGRAFISKA ANNALER SERIES A: PHYSICAL GEOGRAPHY,0435-3676,1468-0459,1997,79,,,,,,,,,,10.1111/(ISSN)1468-0459,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0459,Wiley Online Library,administrative,
GEOGRAFISKA ANNALER SERIES B: HUMAN GEOGRAPHY,0435-3684,1468-0467,1997,79,,,,,,,,,,10.1111/(ISSN)1468-0467,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0467,Wiley Online Library,administrative,
GEOGRAPHICAL ANALYSIS,0016-7363,1538-4632,2005,37,,,,,,,,free back issues  prior to 2005,,10.1111/(ISSN)1538-4632,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-4632,Wiley Online Library,administrative,
GEOGRAPHICAL RESEARCH,1745-5863,1745-5871,1997,35,,,,,,,,,,10.1111/(ISSN)1745-5871,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-5871,Wiley Online Library,administrative,
GEOGRAPHICAL REVIEW,0016-7428,1931-0846,2010,98,,,,,,,,,,10.1001/(ISSN)1931-0846,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1001/(ISSN)1931-0846,Wiley Online Library,administrative,
GEOLOGICAL JOURNAL,0072-1050,1099-1034,1997,,,,,,,,,,,10.1002/(ISSN)1099-1034,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1034,Wiley Online Library,administrative,
GEOLOGY TODAY,0266-6979,1365-2451,1997,13,,,,,,,,,,10.1111/(ISSN)1365-2451,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2451,Wiley Online Library,administrative,
GEOMECHANICS AND TUNNELLING,1865-7362,1865-7389,2008,1,,,,,,,,,,10.1002/(ISSN)1865-7389,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1865-7389,Wiley Online Library,administrative,
GEOPHYSICAL JOURNAL INTERNATIONAL,0956-540X,1365-246X,1997,128,,,,,,,,,,10.1111/(ISSN)1365-246X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-246X,Wiley Online Library,administrative,
GEOPHYSICAL PROSPECTING,0016-8025,1365-2478,1997,45,,,,,,,,,,10.1111/(ISSN)1365-2478,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2478,Wiley Online Library,administrative,
GEOSTANDARDS & GEOANALYTICAL RESEARCH,1639-4488,1751-908X,1997,21,,,,,,,,,,10.1111/(ISSN)1751-908X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1751-908X,Wiley Online Library,administrative,
GEOTECHNIK,0172-6145,2190-6653,2011,1,,,,,,,,,,10.1002/(ISSN)2190-6653,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2190-6653,Wiley Online Library,administrative,
GERIATRICS & GERONTOLOGY INTERNATIONAL,1444-1586,1447-0594,2001,1,,,,,,,,,,10.1111/(ISSN)1447-0594,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1447-0594,Wiley Online Library,administrative,
GERMAN ECONOMIC REVIEW,1465-6485,1468-0475,2000,1,,,,,,,,,,10.1111/(ISSN)1468-0475,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0475,Wiley Online Library,administrative,
GERMAN LIFE AND LETTERS,0016-8777,1468-0483,1997,50,,,,,,,,,,10.1111/(ISSN)1468-0483,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0483,Wiley Online Library,administrative,
GERMAN RESEARCH,0172-1526,1522-2322,2001,23,,,,,,,,,,10.1002/(ISSN)1522-2322,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2322,Wiley Online Library,administrative,
GERODONTOLOGY,0734-0664,1741-2358,1997,14,,,,,,,,,,10.1111/(ISSN)1741-2358,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-2358,Wiley Online Library,administrative,
GLIA,0894-1491,1098-1136,1997,,,,,,,,,,,10.1002/(ISSN)1098-1136,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1136,Wiley Online Library,administrative,
GLOBAL BUSINESS AND ORGANIZATIONAL EXCELLENCE,1932-2054,1932-2062,2000,26,,,,,,,,,,10.1002/(ISSN)1932-2062,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1932-2062,Wiley Online Library,administrative,
GLOBAL CHANGE BIOLOGY,1354-1013,1365-2486,1997,3,,,,,,,,,,10.1111/(ISSN)1365-2486,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2486,Wiley Online Library,administrative,
GLOBAL ECOLOGY,1466-822X,1466-8238,1998,7,,,,,,,,,,10.1111/(ISSN)1466-8238,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1466-8238,Wiley Online Library,administrative,
GLOBAL NETWORKS,1470-2266,1471-0374,2001,1,,,,,,,,,,10.1111/(ISSN)1471-0374,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-0374,Wiley Online Library,administrative,
GOVERNANCE,0952-1895,1468-0491,1997,10,,,,,,,,,,10.1111/(ISSN)1468-0491,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-0491,Wiley Online Library,administrative,
GOVERNMENT AND OPPOSITION,0017-257X,1477-7053,1997,32,,,,,,,,,,10.1111/(ISSN)1477-7053,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-7053,Wiley Online Library,administrative,
GRASS & FORAGE SCIENCE,0142-5242,1365-2494,1997,52,,,,,,,,,,10.1111/(ISSN)1365-2494,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2494,Wiley Online Library,administrative,
GRASSLAND SCIENCE,1744-6961,1744-697X,2005,51,,,,,,,,,,10.1111/(ISSN)1744-697X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-697X,Wiley Online Library,administrative,
GROUND WATER,0017-467X,1745-6584,1997,35,,,,,,,,,,10.1111/(ISSN)1745-6584,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-6584,Wiley Online Library,administrative,
GROUND WATER MONITORING & REMEDIATION,1069-3629,1745-6592,1997,17,,,,,,,,,,10.1111/(ISSN)1745-6592,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-6592,Wiley Online Library,administrative,
GROWTH AND CHANGE,0017-4815,1468-2257,1997,28,,,,,,,,,,10.1111/(ISSN)1468-2257,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2257,Wiley Online Library,administrative,
HAEMOPHILIA,1351-8216,1365-2516,1997,3,,,,,,,,,,10.1111/(ISSN)1365-2516,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2516,Wiley Online Library,administrative,
HEAD & NECK: JOURNAL FOR THE SCIENCES &  SPECIALTIES OF THE HEAD AND NECK,1043-3074,1097-0347,1997,,,,,,,,,,,10.1002/(ISSN)1097-0347,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0347,Wiley Online Library,administrative,
HEADACHE,0017-8748,1526-4610,1997,37,,,,,,,,,,10.1111/(ISSN)1526-4610,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1526-4610,Wiley Online Library,administrative,
HEALTH & SOCIAL CARE IN THE COMMUNITY,0966-0410,1365-2524,1997,5,,,,,,,,,,10.1111/(ISSN)1365-2524,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2524,Wiley Online Library,administrative,
HEALTH ECONOMICS,1057-9230,1099-1050,1997,,,,,,,,,,,10.1002/(ISSN)1099-1050,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1050,Wiley Online Library,administrative,
HEALTH EXPECTATIONS,1369-6513,1369-7625,1998,1,,,,,,,,,,10.1111/(ISSN)1369-7625,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1369-7625,Wiley Online Library,administrative,
HEALTH INFORMATION & LIBRARIES JOURNAL,1471-1834,1471-1842,2000,17,,,,,,,,free back issues after 3 years back to 2001. Previous title Health Libraries Review conten from 1984-2000,,10.1111/(ISSN)1471-1842,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1471-1842,Wiley Online Library,administrative,
HEALTH SERVICES RESEARCH,0017-9124,1475-6773,2002,37,,,,,,,,,,10.1111/(ISSN)1475-6773,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-6773,Wiley Online Library,administrative,
HEAT TRANSFER - ASIAN RESEARCH,1099-2871,1523-1496,1999,28,,,,,,,,,,10.1002/(ISSN)1523-1496,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1523-1496,Wiley Online Library,administrative,
HELICOBACTER (ELECTRONIC),1083-4389,1523-5378,1997,2,,,,,,,,,,10.1111/(ISSN)1523-5378,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1523-5378,Wiley Online Library,administrative,
HELVETICA CHIMICA ACTA,0018-019X,1522-2675,1999,82,,,,,,,,,,10.1002/(ISSN)1522-2675,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-2675,Wiley Online Library,administrative,
HEMATOLOGICAL ONCOLOGY,0278-0232,1099-1069,1997,,,,,,,,,,,10.1002/(ISSN)1099-1069,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1069,Wiley Online Library,administrative,
HEMODIALYSIS INTERNATIONAL,1492-7535,1542-4758,2003,7,,,,,,,,,,10.1111/(ISSN)1542-4758,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1542-4758,Wiley Online Library,administrative,
HEPATOLOGY,0270-9139,1527-3350,1997,,,,,,,,,free back issues after 1 year back to 1996,,10.1002/(ISSN)1527-3350,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1527-3350,Wiley Online Library,administrative,
HEPATOLOGY RESEARCH,1386-6346,1872-034X,2007,37,,,,,,,,,,10.1111/(ISSN)1872-034X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1872-034X,Wiley Online Library,administrative,
HETEROATOM CHEMISTRY,1042-7163,1098-1071,1997,,,,,,,,,,,10.1002/(ISSN)1098-1071,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1071,Wiley Online Library,administrative,
HIGHER EDUCATION ABSTRACTS,0748-4364,2150-1092,1997,33,,,,,,,,,,10.1111/(ISSN)2150-1092,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2150-1092,Wiley Online Library,administrative,
HIGHER EDUCATION QUARTERLY,0951-5224,1468-2273,1997,51,,,,,,,,,,10.1111/(ISSN)1468-2273,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2273,Wiley Online Library,administrative,
HIPPOCAMPUS,1050-9631,1098-1063,1997,,,,,,,,,,,10.1002/(ISSN)1098-1063,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1063,Wiley Online Library,administrative,
HISTOPATHOLOGY,0309-0167,1365-2559,1997,32,,,,,,,,,,10.1111/(ISSN)1365-2559,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2559,Wiley Online Library,administrative,
HISTORICAL RESEARCH,0950-3471,1468-2281,1997,70,,,,,,,,,,10.1111/(ISSN)1468-2281,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2281,Wiley Online Library,administrative,
HISTORY,0018-2648,1468-229X,1997,82,,,,,,,,,,10.1111/(ISSN)1468-229X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-229X,Wiley Online Library,administrative,
HISTORY AND THEORY,0018-2656,1468-2303,1997,36,,,,,,,,,,10.1111/(ISSN)1468-2303,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2303,Wiley Online Library,administrative,
HISTORY COMPASS (ELECTRONIC),,1478-0542,2003,1,,,,,,,,,,10.1111/(ISSN)1478-0542,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1478-0542,Wiley Online Library,administrative,
HISTORY OF EDUCATION QUARTERLY,0018-2680,1748-5959,2001,41,,,,,,,,,,10.1111/(ISSN)1748-5959,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-5959,Wiley Online Library,administrative,
HIV MEDICINE,1464-2662,1468-1293,1999,1,,,,,,,,free back issues after 2 years back to 1999,,10.1111/(ISSN)1468-1293,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-1293,Wiley Online Library,administrative,
HPB,1365-182X,1477-2574,2001,3,,,,,,,,,,10.1111/(ISSN)1477-2574,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-2574,Wiley Online Library,administrative,
HUMAN BRAIN MAPPING,1065-9471,1097-0193,1997,,,,,,,,,,,10.1002/(ISSN)1097-0193,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0193,Wiley Online Library,administrative,
HUMAN COMMUNICATION RESEARCH,0360-3989,1468-2958,1997,24,,,,,,,,,,10.1111/(ISSN)1468-2958,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2958,Wiley Online Library,administrative,
HUMAN FACTORS AND ERGONOMICS IN MANUFACTURING & SERVICE INDUSTRIES,1090-8471,1520-6564,1997,,,,,,,,,,,10.1002/(ISSN)1520-6564,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1520-6564,Wiley Online Library,administrative,
HUMAN MUTATION,1059-7794,1098-1004,1997,,,,,,,,,,,10.1002/(ISSN)1098-1004,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1004,Wiley Online Library,administrative,
HUMAN PSYCHOPHARMACOLOGY: CLINICAL AND  EXPERIMENTAL,0885-6222,1099-1077,1997,,,,,,,,,,,10.1002/(ISSN)1099-1077,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1077,Wiley Online Library,administrative,
HUMAN RESOURCE DEVELOPMENT QUARTERLY,1044-8004,1532-1096,2000,11,,,,,,,,,,10.1002/(ISSN)1532-1096,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-1096,Wiley Online Library,administrative,
HUMAN RESOURCE MANAGEMENT,0090-4848,1099-050X,1997,,,,,,,,,,,10.1002/(ISSN)1099-050X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-050X,Wiley Online Library,administrative,
HUMAN RESOURCE MANAGEMENT JOURNAL,0954-5395,1748-8583,1997,7,,,,,,,,,,10.1111/(ISSN)1748-8583,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1748-8583,Wiley Online Library,administrative,
HYDROLOGICAL PROCESSES,0885-6087,1099-1085,1997,,,,,,,,,,,10.1002/(ISSN)1099-1085,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1085,Wiley Online Library,administrative,
HYPATIA,0887-5367,1527-2001,1997,12,,,,,,,,,,10.1111/(ISSN)1527-2001,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1527-2001,Wiley Online Library,administrative,
IBIS,0019-1019,1474-919X,1997,139,,,,,,,,,,10.1111/(ISSN)1474-919X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1474-919X,Wiley Online Library,administrative,
IDS BULLETIN,0265-5012,1759-5436,1997,27,,,,,,,,,,10.1111/(ISSN)1759-5436,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1759-5436,Wiley Online Library,administrative,
IEEJ TRANSACTIONS ON ELECTRICAL AND ELECTRONIC  ENGINEERING,1931-4973,1931-4981,2006,1,,,,,,,,,,10.1002/(ISSN)1931-4981,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1931-4981,Wiley Online Library,administrative,
IMMUNOLOGICAL REVIEWS,0105-2896,1600-065X,1997,155,,,,,,,,,,10.1111/(ISSN)1600-065X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-065X,Wiley Online Library,administrative,
IMMUNOLOGY,0019-2805,1365-2567,1997,90,,,,,,,,free back issues after 1 year back to 1996,,10.1111/(ISSN)1365-2567,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2567,Wiley Online Library,administrative,
INDOOR AIR,0905-6947,1600-0668,1997,7,,,,,,,,,,10.1111/(ISSN)1600-0668,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0668,Wiley Online Library,administrative,
INDUSTRIAL RELATIONS,0019-8676,1468-232X,1997,33,,,,,,,,,,10.1111/(ISSN)1468-232X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-232X,Wiley Online Library,administrative,
INDUSTRIAL RELATIONS JOURNAL,0019-8692,1468-2338,1997,28,,,,,,,,,,10.1111/(ISSN)1468-2338,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2338,Wiley Online Library,administrative,
INFANCY,1525-0008,1532-7078,2010,45,,,,,,,,,,10.1111/(ISSN)1532-7078,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1532-7078,Wiley Online Library,administrative,
INFANT AND CHILD DEVELOPMENT,1522-7227,1522-7219,1997,,,,,,,,,,,10.1002/(ISSN)1522-7219,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1522-7219,Wiley Online Library,administrative,
INFANT MENTAL HEALTH JOURNAL,0163-9641,1097-0355,1997,,,,,,,,,,,10.1002/(ISSN)1097-0355,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0355,Wiley Online Library,administrative,
INFLUENZA AND OTHER RESPIRATORY VIRUSES,1750-2640,1750-2659,2007,1,,,,,,,,,,10.1111/(ISSN)1750-2659,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1750-2659,Wiley Online Library,administrative,
INFORMATION SYSTEMS JOURNAL,1350-1917,1365-2575,1997,7,,,,,,,,,,10.1111/(ISSN)1365-2575,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2575,Wiley Online Library,administrative,
INSECT CONSERVATION AND DIVERSITY,1752-458X,1752-4598,2008,1,,,,,,,,,,10.1111/(ISSN)1752-4598,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1752-4598,Wiley Online Library,administrative,
INSECT MOLECULAR BIOLOGY,0962-1075,1365-2583,1997,6,,,,,,,,,,10.1111/(ISSN)1365-2583,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2583,Wiley Online Library,administrative,
INSECT SCIENCE,1672-9609,1744-7917,1997,4,,,,,,,,,,10.1111/(ISSN)1744-7917,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1744-7917,Wiley Online Library,administrative,
INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,1551-3777,1551-3793,2010,4,,,,,,,,,,10.1002/(ISSN)1551-3793,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1551-3793,Wiley Online Library,administrative,
INTEGRATIVE ZOOLOGY,1749-4877,1749-4877,2006,1,,,,,,,,,,10.1111/(ISSN)1749-4877,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-4877,Wiley Online Library,administrative,
"INTELLIGENT SYSTEMS IN ACCOUNTING, FINANCE & MANAGEMENT",1055-615X,1099-1174,1997,,,,,,,,,,,10.1002/(ISSN)1099-1174,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1174,Wiley Online Library,administrative,
INTERNAL MEDICINE JOURNAL,1444-0903,1445-5994,1997,27,,,,,,,,,,10.1111/(ISSN)1445-5994,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1445-5994,Wiley Online Library,administrative,
INTERNATIONAL AFFAIRS,0020-5850,1468-2346,1998,74,,,,,,,,,,10.1111/(ISSN)1468-2346,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2346,Wiley Online Library,administrative,
INTERNATIONAL DENTAL JOURNAL,0020-6539,1875-595X,1997,,,,,,,,,,,10.1002/(ISSN)1875-595X,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1875-595X,Wiley Online Library,administrative,
INTERNATIONAL ECONOMIC REVIEW,0020-6598,1468-2354,1999,40,,,,,,,,,,10.1111/(ISSN)1468-2354,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2354,Wiley Online Library,administrative,
INTERNATIONAL ENDODONTIC JOURNAL,0143-2885,1365-2591,1997,30,,,,,,,,,,10.1111/(ISSN)1365-2591,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2591,Wiley Online Library,administrative,
INTERNATIONAL FINANCE,1367-0271,1468-2362,1998,1,,,,,,,,,,10.1111/(ISSN)1468-2362,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1468-2362,Wiley Online Library,administrative,
INTERNATIONAL INSOLVENCY REVIEW,1180-0518,1099-1107,1999,8,,,,,,,,,,10.1002/(ISSN)1099-1107,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1107,Wiley Online Library,administrative,
INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS,0363-9061,1096-9853,1997,,,,,,,,,,,10.1002/(ISSN)1096-9853,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1096-9853,Wiley Online Library,administrative,
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING,2040-7939,2040-7947,1997,,,,,,,,,,,10.1002/(ISSN)1099-0887,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-0887,Wiley Online Library,administrative,
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING,0029-5981,1097-0207,1997,,,,,,,,,,,10.1002/(ISSN)1097-0207,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0207,Wiley Online Library,administrative,
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS,0271-2091,1097-0363,1997,,,,,,,,,,,10.1002/(ISSN)1097-0363,Wiley Online Library,host,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0363,Wiley Online Library,administrative,
